Timestamp,1 Weight,1 Reps,2 Weight,2 Reps,3 Weight,3 Reps,4 Weight,4 Reps,5 Weight,5 Reps
2024-04-19 12:05:14,100,6,100,7,100,5,100,8,100,9
2024-05-03 16:28:45,120,6,120,7,0,0,0,0,0,0
2024-05-09 18:52:25,130,7,130,6,130,7,0,0,0,0
2024-05-18 15:23:12,140,7,140,9,0,0,0,0,0,0
2024-05-25 14:36:08,140,10,140,7,0,0,0,0,0,0
2024-06-08 14:30:44,0,0,0,0,0,0,0,0,0,0
