Timestamp,1 Weight,1 Reps,2 Weight,2 Reps,3 Weight,3 Reps,4 Weight,4 Reps,5 Weight,5 Reps
2024-04-19 12:05:14,100,6,100,5,100,4,80,4,80,5
2024-05-03 16:28:45,120,6,120,5,0,0,0,0,0,0
2024-05-16 13:02:55,140,5,140,5,140,5,0,0,0,0
2024-06-08 14:30:44,140,5,140,9,0,0,0,0,0,0
