Timestamp,1 Weight,1 Reps,2 Weight,2 Reps,3 Weight,3 Reps,4 Weight,4 Reps,5 Weight,5 Reps
2024-04-11 11:07:32,80,7,64,10,64,10,0,0,0,0
2024-04-13 19:00:00,80,12,80,14,0,0,0,0,0,0
2024-07-04 14:14:59,75,10,0,0,0,0,0,0,0,0
2024-09-06 15:30:59,140,7,140,7,140,7,0,0,0,0
2024-09-13 15:36:28,0,0,0,0,0,0,0,0,0,0
2024-10-04 15:23:33,100,10,100,13,100,11,0,0,0,0
